topic_id,bias_id,topic,title,source,bias,desc.
33,4,Banking and Finance- Lean Right,Taxpayer-funded animal experiments tied to Chinese 'wet markets' and Wuhan laboratory,Washington Examiner, Lean Right,"Taxpayers have unwittingly funded the same ""wet markets"" and laboratory in China that lawmakers are turning their attention to during the coronavirus pandemic..."
33,4,Banking and Finance- Lean Right,"China knew for years bats caused disease, left wild animal markets open",Washington Times, Lean Right,"Communist China has allowed wild animal markets to offer live bats, raccoons, civets and other species, and a series of studies shows the animals are teeming..."
34,5,Bridging Divides- Right,'I'm Against Government Intrusion': How an Ordinary Truck Driver Defeated New Jersey's Top State Senate Democrat,CBN, Right,"Edward Durr will be the first to tell you he is a simple man, living a simple life as a truck driver. That changed, however, earlier this month, because he and..."
34,5,Bridging Divides- Right,"In ‘Deep Blue’ New York, Voters Reject Democrats’ Push for Election Changes",The Daily Signal, Right,"In one of the bluest states in the nation, voters soundly rejected proposed changes to election law that congressional Democrats are trying to impose..."
34,5,Bridging Divides- Right,Trump’s Bad Night,Rich Lowry, Right,"Glenn Youngkin did it his own way, barely mentioning the former president’s name, and still turned out MAGA voters in droves.

November 2 was a boffo..."
34,5,Bridging Divides- Right,Virginia Secedes From Biden's Party,Pat Buchanan, Right,"""I don't think parents should be telling schools what they should teach.""

With this remark — arrogant, dismissive, contemptuous — in his debate with Glenn..."
34,5,Bridging Divides- Right,"House Republicans Inspired by Red Wave in VA, Target New House Seats for 2022: 'No Democrat Is Safe'",CBN, Right,"In the wake of Republican Glenn Youngkin's stunning victory in Virginia and a much closer-than-expected gubernatorial race in New Jersey, a traditional..."
35,4,Business- Lean Right,Mainstream media comes to the defense of 'Gender Queer' author after parents claim it features 'child pornography',The Post Millennial, Lean Right,A controversial book that caused firestorms of parental anger upon being found in the libraries of public schools from Virginia to Rhode Island...
35,4,Business- Lean Right,McAuliffe team email says 'kill this' in response to Fox inquiry on election challenge,Washington Examiner, Lean Right,"A member of Terry McAuliffe's campaign for Virginia governor emailed ""kill this"" to a Fox News reporter inquiring about the hiring of a high-profile..."
35,5,Business- Right,Legacy Media Fuels Corporate Wokeness But Will Always Choose Wokeness Over Corporations,The Federalist, Right,There’s a misconception that legacy media is an arm of the Democratic Party. There’s also a misconception that legacy media is pro-corporate. It’s true that...
35,4,Business- Lean Right,Two Facebook tools suppressed traffic of conservative sites: Report,Washington Times, Lean Right,"One tool was abandoned, WSJ report on internal debates says.

Another one, known as “Informed Engagement,” reduced the reach of posts that were more likely..."
35,4,Business- Lean Right,New York Times columnist leaves paper to run for Oregon governor,Washington Examiner, Lean Right,"A New York Times columnist boasting decades of experience with words is now trying to convince his state that he can put them into action.

On..."
36,5,Campaign Finance- Right,Joe Biden ‘Got a Handle on COVID’,Washington Free Beacon, Right,"CLAIM:

""Biden got a handle on COVID.""

— David Corn, D.C. bureau chief of Mother Jones

The lib reporter made the assertion on Twitter in..."
36,5,Campaign Finance- Right,Democrat Cindy Axne Falsely Claims Biden’s $1.75T Agenda Will Cost Iowans ‘Literally Nothing’,Breitbart Fact Check, Right,"CLAIM: Democrat Rep. Cindy Axne (D-IA) claimed last week that President Joe Biden’s Build Back Better agenda will cost Iowans “literally nothing.”

VERDICT:..."
36,5,Campaign Finance- Right,For Whom Do the Covid “Fact Checkers” Really Work?,Brownstone Institute, Right,"There are two types of COVID19 survivors— those who have documented recovery from sars-cov-2 (either PCR, antigen or serology + tests) or those who have self-..."
36,4,Campaign Finance- Lean Right,Beware People Trying to Dismiss Jack Dorsey's Inflation Analysis as Disinformation,Reason, Lean Right,"I hope you squirreled away that cool 16 cents you saved on your Fourth of July barbeque this year. Across the board, prices seem to be going up..."
36,4,Campaign Finance- Lean Right,Journalist Butchery of School Board Protests Upending Politics in Virginia and Elsewhere,Reason, Lean Right,The media pile-on atop Sen. Ted Cruz (R–Texas) for his comments Wednesday characterizing mock Nazi salutes at school board meetings as First...
37,5,Campaign Rhetoric- Right,"In ‘Deep Blue’ New York, Voters Reject Democrats’ Push for Election Changes",The Daily Signal, Right,"In one of the bluest states in the nation, voters soundly rejected proposed changes to election law that congressional Democrats are trying to impose..."
37,4,Campaign Rhetoric- Lean Right,Voters Are Done With COVID-19 and Pandemic-Powered Officials,Reason, Lean Right,"Politicians have been on a high over the last year-plus, wielding extraordinary power with the approval of voters fearful of viral infection. Democrats, in..."
37,5,Campaign Rhetoric- Right,Justice Department sues Texas over election integrity legislation,Fox News (Online News), Right,"The Department of Justice announced Thursday that it filed a lawsuit against Texas, targeting a state law that proponents say aims to make..."
37,4,Campaign Rhetoric- Lean Right,Senate GOP blocks federal election law debate for fourth time this year,New York Post (News), Lean Right,"Senate Democrats tried and failed once again Wednesday to begin debate on a bill that would radically revamp America’s election laws, as all but two..."
37,5,Campaign Rhetoric- Right,"‘Our Broken Elections’: Who Broke Them and Why, and How to Fix Them",The Daily Signal, Right,"Election integrity is a fundamental requirement of a functioning democratic republic.

In the freest nation in the world, our system of government and our..."
38,5,Capital Punishment and Death Penalty- Right,Rittenhouse defense criticizes prosecution's provocation charge in closing arguments: LIVE UPDATES,Fox News (Online News), Right,"Rittenhouse faces charges including first-degree intentional homicide, which is Wisconsin’s murder count; attempted first-degree intentional homicide;..."
38,5,Capital Punishment and Death Penalty- Right,Rittenhouse defense criticizes prosecution's provocation charge in closing arguments: LIVE UPDATES,Fox News (Online News), Right,"Rittenhouse faces charges including first-degree intentional homicide, which is Wisconsin’s murder count; attempted first-degree intentional homicide;..."
38,4,Capital Punishment and Death Penalty- Lean Right,Alex Jones liable for defamation in Sandy Hook ‘hoax’ lawsuits,New York Post (News), Lean Right,"Infowars host and conspiracy theorist Alex Jones has been found liable for defamation after claiming the Sandy Hook school massacre was a “hoax,” a judge ruled..."
38,5,Capital Punishment and Death Penalty- Right,Appeals Court Blocks January 6 Committee Access To Trump White House Documents,The Daily Caller, Right,The D.C. Circuit Court of Appeals granted a request from former President Donald Trump to block the January 6 Committee’s access to his White House’s records...
38,4,Capital Punishment and Death Penalty- Lean Right,Won’t back down: Adams vows return of NYPD gun unit after BLM ‘bloodshed’ threat,New York Post (News), Lean Right,"Message to BLM: Eric Adams is not backing down.

The Big Apple mayor-elect doubled down on his campaign promise to reinstate the NYPD’s plainclothes unit a..."
39,5,China- Right,Free-Speech Entrepreneurs,City Journal, Right,"When video-sharing platform Rumble announced in August that it had struck deals with such prominent figures as Glenn Greenwald and Tulsi Gabbard, it marked a..."
39,4,China- Lean Right,FBI Raid of James O'Keefe's House Is a Blow to Press Freedom,Robby Soave, Lean Right,"The FBI searched the home of James O'Keefe—a conservative activist who films undercover videos for his organization, Project Veritas—on Saturday, reportedly..."
39,4,China- Lean Right,Why Are the Media Treating 'Let's Go Brandon' Like Criminal Hate Speech?,Reason, Lean Right,"Last month, NBC reporter Kelli Stavast was interviewing NASCAR driver Brandon Brown following his victory in the NASCAR Xfinity Series Sparks 300 race when..."
39,5,China- Right,Hong Kong Passes Film Censorship Law,The Daily Wire, Right,The legislature of Hong Kong passed a new law allowing censorship of certain films in the most recent move to infringe upon the liberties of people in the...
39,4,China- Lean Right,MIT Canceled a Professor's Guest Lecture Because He Opposes Race-Based Admissions,Reason, Lean Right,Dorian Abbot is a geophysicist at the University of Chicago. The Massachusetts Institute of Technology (MIT) invited him to deliver a guest lecture on climate...
40,5,CIA- Right,"How 31 Republicans Just Betrayed The Country To Reward Illegal Immigration, Worsen Inflation, And Pay Off Democrats’ Donors ",The Federalist, Right,A vote for the bipartisan infrastructure bill is a vote for Biden's reconciliation legislation -- the largest cradle-to-grave expansion of federal power since...
40,5,CIA- Right,Republicans Primed To ‘Comfortably Take Back’ Congress In 2022 After Democrats’ Election Disaster,The Daily Wire, Right,"Republicans’ routing of Democrats in Virginia and their strong showing in New Jersey on Tuesday night may signal a GOP takeover of Congress next year.

In..."
40,5,CIA- Right,Schumer Thanks Democrats for Solving ‘Republican-Manufactured Crisis’ after Debt-Ceiling Hike Passes,National Review, Right,"Senate majority leader Chuck Schumer (D., N.Y.) railed against Republicans in a speech Thursday night after eleven GOP senators joined Democrats in breaking a..."
40,5,CIA- Right,Bernie Sanders Urges House Democrats to Hold Infrastructure Bill Hostage Until Reconciliation Package Passes,National Review, Right,"Joining Representative Alexandria Ocasio-Cortez and other members of the “squad,” Senator Bernie Sanders on Tuesday urged his fellow Democrats in the House to..."
40,5,CIA- Right,"Senate Rules Didn’t Dash Dems’ Mass Amnesty, They Did (But Amnesty Might Still Survive)",The Federalist, Right,"The sweeping change would grant permanent status and legal residency to an estimated 8 million people at a cost estimated at $140 billion.

The Senate’s..."
41,4,Civil Rights- Lean Right,"Death row inmate convulses, vomits in 3rd consecutively botched Oklahoma execution",New York Post (News), Lean Right,"After a five-year moratorium, the state of Oklahoma botched its third consecutive execution on Thursday when convict John Marion Grant died after convulsing..."
41,4,Civil Rights- Lean Right,Appeals court rules Dylann Roof death penalty-eligible for church massacre,New York Post (News), Lean Right,"Dylann Roof, the white gunman who killed nine black people in the 2015 Charleston church massacre, is one step closer to execution after a federal..."
41,4,Civil Rights- Lean Right,"Texas man executed despite appeals from Kim Kardashian West, Democrats",Washington Times, Lean Right,"A Texas man convicted of killing married youth ministers before setting their car on fire while they were inside was executed Thursday night, despite last-..."
41,5,Civil Rights- Right,Justice Department Asks Supreme Court To Allow Execution Of Four Child Murderers,The Daily Caller, Right,"The Trump administration asked the Supreme Court Monday night to clear the way for four federal executions, after a judge in Washington, D.C., put them on hold..."
41,4,Civil Rights- Lean Right,"Meet Tom Drake, the NSA Whistleblower Cheney Wanted to ‘Fry’",The American Conservative, Lean Right,"“Find and fry the leaker or leakers. Burn them. We have to make an example of them.”

Vice President Dick Cheney issued that edict after whistleblower Thomas..."
42,5,Coronavirus- Right,Rep. Jim Jordan: Email Shows FBI Using ‘Counterterrorism Tools’ Against ‘Concerned Parents’,The Daily Signal, Right,"The top Republican on the House Judiciary Committee is asking Attorney General Merrick Garland about his October testimony to that same committee,..."
42,4,Coronavirus- Lean Right,Steve Bannon indicted for contempt of Congress in Jan. 6 investigation,Washington Examiner, Lean Right,"Steve Bannon was indicted by a federal grand jury for defying a subpoena from the House committee investigating the Jan. 6 Capitol riot.

The announcement..."
42,4,Coronavirus- Lean Right,DOJ and FBI gave cover to Steele dossier source accused of lying,Washington Examiner, Lean Right,"The Justice Department and the FBI continued defending their use of information from Christopher Steele’s main source, Igor Danchenko, even after interviews..."
42,5,Coronavirus- Right,Biden administration asks federal appeals court to lift order blocking COVID-19 vaccine mandate,Fox News (Online News), Right,The Biden administration is asking a federal court to lift an order that blocked its rule mandating that larger employers require workers to get...
42,4,Coronavirus- Lean Right,WH: Biden now ‘perfectly comfortable’ with migrant payouts — after calling $450K report ‘garbage’,New York Post (News), Lean Right,President Biden is “perfectly comfortable” with cash payouts to migrant families whose members were detained separately after illegally crossing the US-Mexico...
43,5,Criminal Justice- Right,Another Democrat Joins the Republican Party,Townhall, Right,"Texas House Democrat Ryan Guillen announced Monday morning he is turning in his Democrat Party membership and joining the GOP. 

""Friends, something is..."
43,4,Criminal Justice- Lean Right,Jobs vs. jabs: Federal court upholds stay on Biden’s ‘sledgehammer’ vaccine mandate,Deseret News, Lean Right,"A federal appeals court late Friday upheld its stay of the Biden administration’s vaccine mandate for larger businesses, saying it leaves workers with a choice..."
43,5,Criminal Justice- Right,GOP Senators Call Out Biden Nominee’s Rant About Bankrupting Fossil Fuel Industries,The Daily Caller, Right,Republican senators representing some of the U.S.’s leading carbon energy-producing states are speaking out against Comptroller of the Currency nominee Saule...
43,4,Criminal Justice- Lean Right,Trump Blasts 'Fake News' Report He Threatened to Leave GOP,Newsmax (News), Lean Right,Former President Donald Trump on Monday slammed a report that he told Republican National Committee Chairwoman Ronna McDaniel that he planned to leave the...
43,4,Criminal Justice- Lean Right,Senate GOP blocks federal election law debate for fourth time this year,New York Post (News), Lean Right,"Senate Democrats tried and failed once again Wednesday to begin debate on a bill that would radically revamp America’s election laws, as all but two..."
44,5,Culture- Right,GOP Reps Call on Top Biden Admin Officials To Testify on Bungled Afghanistan Withdrawal,Washington Free Beacon, Right,A coalition of Republican foreign policy leaders in Congress is demanding that senior Biden administration officials appear on Capitol Hill to be questioned...
44,5,Culture- Right,GOP Lawmakers Concerned Biden Removed Sanctions To Appease Iran,Washington Free Beacon, Right,A group of 33 Republican lawmakers launched an investigation on Thursday into the Biden administration’s decision to remove sanctions earlier this month...
44,5,Culture- Right,Bomb attack on Kabul mosque 'kills 10 and injures more than 30': Memorial service for mother of Taliban's chief spokesman 'is targeted by ISIS militants' in Afghanistan capital,Daily Mail, Right,"A bomb which targeted the entrance of a mosque in the Afghan capital of Kabul on Sunday has left a 'number of civilians dead', according to a Taliban..."
44,4,Culture- Lean Right,The Generals Contradict Biden on Afghanistan,Wall Street Journal (Opinion), Lean Right,"President Biden hopes the political fallout from his botched Afghanistan withdrawal will fade quickly, but Tuesday’s Senate hearing with the secretary of..."
44,4,Culture- Lean Right,Gen. Milley defends calls to Chinese: ‘I was certain’ Trump wouldn’t order attack,Washington Times, Lean Right,"America’s top general on Tuesday vehemently defended his Jan. 8 phone call with Chinese military leaders, telling lawmakers that he was “certain” then-..."
45,4,Cybersecurity- Lean Right,"CBP reports 164K illegal immigrant stops in October, more than double from 2020",New York Post (News), Lean Right,"More than 164,000 people were apprehended last month while attempting to illegally cross the US-Mexico border, according to US Customs and Border..."
45,4,Cybersecurity- Lean Right,Poland to reinforce Belarus border and offer aid to migrants,Washington Examiner, Lean Right,"Poland will build a fence along its border with Belarus and deploy more soldiers to the area to stop migrants from entering the country.

More than..."
45,5,Cybersecurity- Right,Biden Admin Detaining Migrants Outdoors Under Texas Border Bridge Again in Winter Weather,Breitbart News, Right,"The Biden administration reopened the infamous outdoor detention area that once held 15,000 mostly Haitian migrants for processing and transport. According to..."
45,4,Cybersecurity- Lean Right,"Venezuelans eclipse Central Americans in Border Patrol custody, highlighting scale of crisis",Washington Examiner, Lean Right,"More Venezuelans were in the custody of the Border Patrol at the end of October than any other nationality of migrants, an indication of the..."
45,4,Cybersecurity- Lean Right,WH: Biden now ‘perfectly comfortable’ with migrant payouts — after calling $450K report ‘garbage’,New York Post (News), Lean Right,President Biden is “perfectly comfortable” with cash payouts to migrant families whose members were detained separately after illegally crossing the US-Mexico...
46,4,DEA- Lean Right,North Korea Fires Ballistic Missiles Into Waters Between Japan and Korean Peninsula,The Epoch Times, Lean Right,"North Korea launched two ballistic missiles into waters off its eastern coast on Wednesday, South Korea’s Joint Chiefs of Staff (JCS) has confirmed..."
46,5,DEA- Right,North Korea Accuses South Korea of Intrusion to Find Body of Killed Official,Breitbart News, Right,North Korea accused South Korea on Sunday of intruding into its territorial water with rescue ships seeking the body of an official recently killed by North...
46,5,DEA- Right,South Korea: Bolton ‘Substantially Distorts Facts’ Around Trump-Kim Summit,The Daily Wire, Right,South Korea is disputing former national security adviser John Bolton’s account of President Trump’s negotiations with North Korean dictator Kim Jong-un....
46,4,DEA- Lean Right,Trump lands in South Korea ahead of possible meeting with Kim Jong Un,New York Post (News), Lean Right,"President Trump landed just outside Seoul for a meeting with South Korea’s leader — and a possible “quick hello” with North Korean dictator Kim Jong Un.
But..."
46,4,DEA- Lean Right,Pentagon announces the suspension of military exercises on the Korean Peninsula,Washington Examiner, Lean Right,Secretary of Defense Jim Mattis has indefinitely suspended select military exercises on the Korean Peninsula as of Friday in an act of good faith following...
47,5,Defense Department- Right,There's a Huge Problem With Senate Democrats' Proposal to Bring Down Gas Prices,Townhall, Right,"A group of Senate Democrats expressed their dismay over rising gas prices in a letter to President Biden this week, urging him to “consider all tools available..."
47,4,Defense Department- Lean Right,"Inflation spikes as prices surge 6.2 percent, most in over 30 years",New York Post (News), Lean Right,Inflation continued to surge last month — with prices rising more than expected and at the fastest pace in more than 30 years as companies grapple...
47,4,Defense Department- Lean Right,Desperate Biden energy policies may drain strategic petroleum reserves,Fox Business, Lean Right,The Biden administration is getting desperate as gasoline and heating costs are rising as its poll numbers plummet. Attempts to deflect...
47,4,Defense Department- Lean Right,What to Do about the Left’s Empty Environmentalism,Michael Brendan Dougherty, Lean Right,"President Joe Biden, Prime Minister Boris Johnson, and other world leaders such as Emmanuel Macron and Recep Erdogan are gating in Scotland for a climate..."
47,5,Defense Department- Right,Democrats release text of massive social spending bill,Fox News (Online News), Right,"Democrats have released the text of their massive social spending bill, outlining many of the priorities of President Biden's ""Build Back Better"" plan.

The..."
48,5,Democratic Party- Right,Rittenhouse defense criticizes prosecution's provocation charge in closing arguments: LIVE UPDATES,Fox News (Online News), Right,"Rittenhouse faces charges including first-degree intentional homicide, which is Wisconsin’s murder count; attempted first-degree intentional homicide;..."
48,4,Democratic Party- Lean Right,Steve Bannon rails against 'misdemeanor from hell' as he's released ahead of trial,Washington Examiner, Lean Right,"Steve Bannon hit out against the ""misdemeanor from hell"" as authorities released him Monday, with prosecutors not seeking to detain him prior to trial...."
48,4,Democratic Party- Lean Right,Ahmaud Arbery trial: Cops planned to give him trespassing warning before death,New York Post (News), Lean Right,Authorities were looking for Ahmaud Arbery to give him a trespass warning for repeatedly entering an under-construction home in Georgia before he was chased...
48,4,Democratic Party- Lean Right,Won’t back down: Adams vows return of NYPD gun unit after BLM ‘bloodshed’ threat,New York Post (News), Lean Right,"Message to BLM: Eric Adams is not backing down.

The Big Apple mayor-elect doubled down on his campaign promise to reinstate the NYPD’s plainclothes unit a..."
48,5,Democratic Party- Right,Judge Shuts Down Rittenhouse Prosecutor’s Questioning For Possible ‘Grave Constitutional Violation’,The Daily Caller, Right,Judge Bruce Schroeder shut down the Kyle Rittenhouse prosecutor’s questioning for a possible “grave Constitutional violation” Wednesday after the prosecution...
49,5,Disaster- Right,"If The Left Ends Parent Rights, You Might Need A License To Raise Your Own Child",The Federalist, Right,"Licensing of parents might still sound fringy, but it’s an old social engineering dream that dies hard. And they’re busily building the road to get there...."
49,4,Disaster- Lean Right,Civil rights groups challenge new Texas voting legislation,Washington Times, Lean Right,"Civil rights groups on Friday filed a lawsuit in federal court trying to block Texas’ new voting legislation, saying it would violate the civil rights of..."
49,4,Disaster- Lean Right,It’s Not Just About The Masks,The American Conservative, Lean Right,"It was never just a mask, it has always been a way of thinking. “Mask” is just shorthand.

I got dumped from my volunteer work at the Hawaiian Humane Society..."
49,4,Disaster- Lean Right,Top Trump allies begin legal effort to stop federal government from trampling on constitutional rights,Washington Examiner, Lean Right,"Allies of former President Donald Trump are launching a legal team whose mission is to stop ""big tech, big media and big government"" from trampling on the..."
49,5,Disaster- Right,Prominent Left-Wing Prosecutors Endorse Biden’s Nominee To Lead Civil Rights Office,The Daily Caller, Right,"Kristen Clarke, the nominee to lead the Justice Department’s civil rights division, received endorsements from several big city prosecutors who are under fire..."
50,5,Domestic Policy- Right,7 Media Lies Katie Couric And The Aspen Institute Would Decry If They Really Hated Disinformation,The Federalist, Right,"Katie Couric, who has not one but multiple prominent instances of deceptive editing on her journalistic record, is leading Prince “the First Amendment is..."
50,5,Domestic Policy- Right,Joe Biden ‘Got a Handle on COVID’,Washington Free Beacon, Right,"CLAIM:

""Biden got a handle on COVID.""

— David Corn, D.C. bureau chief of Mother Jones

The lib reporter made the assertion on Twitter in..."
50,5,Domestic Policy- Right,Team Biden and its media apologists blame you for supply shortages the White House refuses to fix,New York Post (Opinion), Right,"Worried about the shortages of goods due to the supply chain crisis? You’re right to be. But instead of fixing the problem, President Joe Biden and his..."
50,5,Domestic Policy- Right,The Dossier Deceit,National Review, Right,We learn from special counsel John Durham’s indictment of Igor Danchenko that “the FBI ultimately devoted substantial resources attempting to...
50,4,Domestic Policy- Lean Right,Why Are the Media Treating 'Let's Go Brandon' Like Criminal Hate Speech?,Reason, Lean Right,"Last month, NBC reporter Kelli Stavast was interviewing NASCAR driver Brandon Brown following his victory in the NASCAR Xfinity Series Sparks 300 race when..."
51,4,Economic Policy- Lean Right,How parents are rethinking work-life balance amid the pandemic,Deseret News, Lean Right,"It sounds like a plot from a Hollywood sitcom: A new mother decides to leave her lucrative job and, along with her husband and baby, moves in with her..."
51,5,Economic Policy- Right,GOP Senators Call Out ‘Marriage Penalties’ In Democrats’ Spending Bill,The Daily Caller, Right,Republican Utah Sen. Mitt Romney and 32 other GOP senators criticized the Democrats’ reconciliation bill Thursday for including “marriage penalties” in a...
51,4,Economic Policy- Lean Right,COVID-19 Vaccination Should Not Be Legally Required for Parenthood,Reason, Lean Right,"A family court judge in Chicago denied a mother the right to custody over her son until she gets vaccinated against COVID-19, the implication being..."
51,4,Economic Policy- Lean Right,Drafting Our Daughters,The American Conservative, Lean Right,"Last week, the Senate Armed Services Committee passed a provision, to be included in the National Defense Authorization Act, that would require women to..."
51,5,Economic Policy- Right,"Fatherless, America's Top Domestic Problem",Townhall, Right,"A new powerful new documentary called ""The Streets Were My Father"" features three Chicago men, two Hispanics and one Black, who grew up without fathers. All..."
52,4,Economy and Jobs- Lean Right,WH: Biden now ‘perfectly comfortable’ with migrant payouts — after calling $450K report ‘garbage’,New York Post (News), Lean Right,President Biden is “perfectly comfortable” with cash payouts to migrant families whose members were detained separately after illegally crossing the US-Mexico...
52,4,Economy and Jobs- Lean Right,White House considering payments of $450K — per person — to immigrant families separated at border,New York Post (News), Lean Right,The Biden administration is discussing paying out hundreds of millions of dollars to illegal immigrant families who were separated at the US-Mexico border...
52,5,Economy and Jobs- Right,Border Arrests Hit All-Time High,National Review, Right,U.S. authorities detained more than 1.7 million illegal immigrants at the southern border during the 2021 fiscal year that ended in September as arrests by...
52,5,Economy and Jobs- Right,DHS Sec. Alejandro Mayorkas Tests Positive for Breakthrough Coronavirus Case,Breitbart News, Right,"Department of Homeland Security Secretary Alejandro Mayorkas tested positive for coronavirus on Tuesday morning.

DHS spokesperson Marsha Espinosa said ..."
52,4,Economy and Jobs- Lean Right,White House: Fully Vaccinated Foreign Visitors Can Enter US on Nov. 8,The Epoch Times, Lean Right,"Only foreign visitors who are fully vaccinated against COVID-19 will be able to travel to the United States starting on Nov. 8, according to the..."
53,5,Education- Right,Free-Speech Entrepreneurs,City Journal, Right,"When video-sharing platform Rumble announced in August that it had struck deals with such prominent figures as Glenn Greenwald and Tulsi Gabbard, it marked a..."
53,5,Education- Right,"The Revolutionary Power of ‘Let’s Go, Brandon!’",Breitbart News, Right,"For very good reason, the media and Democrats feel threatened and terrified by the “Let’s go, Brandon!” chant, which is why we must never stop saying it.

If..."
53,4,Education- Lean Right,Journalist Butchery of School Board Protests Upending Politics in Virginia and Elsewhere,Reason, Lean Right,The media pile-on atop Sen. Ted Cruz (R–Texas) for his comments Wednesday characterizing mock Nazi salutes at school board meetings as First...
53,5,Education- Right,Minnesota Surgeon Fired After Speaking Out At School Board Meeting Against Mask Mandates,The Daily Caller, Right,A Minnesota surgeon was terminated after speaking at a public school board meeting where he called for the district to allow parents to decide whether their...
53,5,Education- Right,Anarchy Reigns in Portland,The Daily Signal, Right,"Immediately upon taking office, President Joe Biden removed President Donald Trump’s designation of Portland, Oregon, as a jurisdiction in..."
54,5,Elections- Right,Judge Shuts Down Rittenhouse Prosecutor’s Questioning For Possible ‘Grave Constitutional Violation’,The Daily Caller, Right,Judge Bruce Schroeder shut down the Kyle Rittenhouse prosecutor’s questioning for a possible “grave Constitutional violation” Wednesday after the prosecution...
54,4,Elections- Lean Right,When Is a Constitutional Right Not a Right?,Wall Street Journal (Opinion), Lean Right,"If you want to carry a firearm in New York state, you need to convince a local official that you have “proper cause.” That’s easy in some counties but almost..."
54,5,Elections- Right,Supreme Court To Hear Major Second Amendment Case,One America News Network (OAN), Right,"The U.S. Supreme Court is due to hand down a major ruling on American’s Second Amendment rights. The court recently announced it will hear a case soon, which..."
54,4,Elections- Lean Right,Why Martin Luther King Couldn't Get a Carry Permit,Reason, Lean Right,"After his home was bombed in 1956, Martin Luther King Jr. applied for a permit to carry a gun. Despite the potentially deadly threats that King faced as a..."
54,5,Elections- Right,Armed St. Louis Couple Who Confronted BLM Mob Face Possible Law License Suspension,National Review, Right,"A Missouri official has asked the state Supreme Court to suspend the law licenses of Mark McCloskey and Patricia McCloskey, the armed St. Louis..."
55,4,Energy- Lean Right,Blinken's 'woke' State Department to add new 'diversity precept',Washington Examiner, Lean Right,State Department officials are developing a “precept on diversity and inclusion” for the foreign service promotion process as Secretary of State Antony Blinken...
55,5,Energy- Right,"State Department in Contact With More Than 350 Americans in Afghanistan, Far Exceeding Administration’s Earlier Estimates",National Review, Right,"The U.S. State Department reportedly told congressional staff on Thursday that it is in touch with 363 American citizens in Afghanistan, including 176..."
55,5,Energy- Right,State Department IG to probe Biden admin's chaotic Afghanistan withdrawal,Fox News (Online News), Right,The State Department's inspector general is launching a series of investigations into the Biden administration's last diplomatic moves in Afghanistan...
55,5,Energy- Right,Pentagon leaders blame State Department for chaotic Afghanistan evacuation of civilians,Fox News (Online News), Right,"Top Pentagon officials blamed the State Department for not beginning evacuations of civilians from Afghanistan sooner, calling..."
55,4,Energy- Lean Right,US envoy to Haiti Daniel Foote resigns over migrant expulsions,New York Post (News), Lean Right,"The special envoy to Haiti stepped down on Thursday — blasting the Biden administration’s “inhumane” expulsions of Haitians from Del Rio, Texas...."
57,4,EPA- Lean Right,Biden accused of exacerbating labor shortage with ‘far-left socialist agenda’,Washington Times, Lean Right,"U.S. employers are still struggling to find workers six weeks after enhanced federal jobless benefits expired, but that doesn’t mean Republicans are letting..."
57,5,EPA- Right,"49 Republicans Help Democrats Pass Billions in Welfare, Driver’s Licenses for 95K Afghans Brought to U.S.",Breitbart News, Right,"A total of 49 House and Senate Republicans helped Democrats pass billions in American taxpayer money on welfare, driver’s licenses, housing costs, and more for..."
57,5,EPA- Right,Study: Over Half of Migrants Are on American Taxpayer-Funded Welfare,Breitbart News, Right,"More than half of the nation’s non-citizen population — including legal immigrants, foreign visa workers, and illegal aliens — use American taxpayer-funded..."
57,4,EPA- Lean Right,Biden lifts SNAP benefits by 30% in historic move,Fox Business, Lean Right,"The Biden administration on Monday announced a historic expansion to the nation’s food stamp program, a decision that will give more than 40 million..."
57,4,EPA- Lean Right,"Are unemployment benefits the new welfare? Short-term assistance becoming long-term 'trap,' report warns",Fox Business, Lean Right,"Expanded federal unemployment benefits, put in place as an emergency measure during the COVID-19 pandemic, are on course to become another long-..."
58,5,Ethnicity and Heritage- Right,Biden's national security adviser inadvertently exposes another Biden lie on the Afghanistan crisis,TheBlaze.com, Right,"Jake Sullivan, national security adviser to President Joe Biden, seemingly exposed yet another lie that Biden offered America on the Afghanistan crisis, on..."
58,5,Ethnicity and Heritage- Right,Which Biden Official Asked The NSA To Unmask Tucker Carlson?,The Federalist, Right,"Last week, a National Security Agency (NSA) investigation quietly confirmed Fox News host Tucker Carlson’s allegation that it had collected..."
58,4,Ethnicity and Heritage- Lean Right,Rand Paul calls for NSA investigation into Tucker Carlson spying allegations,New York Post (News), Lean Right,Sen. Rand Paul is calling for the National Security Agency to launch an investigation into Fox News host Tucker Carlson’s allegations the agency was...
58,5,Ethnicity and Heritage- Right,It Increasingly Looks Like Tucker Carlson’s Private Emails Were Leaked To The Media By The Government,The Daily Caller, Right,A report released Wednesday is shedding further light into Tucker Carlson’s bombshell allegation that the National Security Agency (NSA) obtained his private...
58,4,Ethnicity and Heritage- Lean Right,Kevin McCarthy backs NSA probe after Tucker Carlson spying claims,New York Post (News), Lean Right,House Minority Leader Kevin McCarthy has asked the top Republican on the House Intelligence Committee to probe Fox News host Tucker Carlson’s allegations...
59,4,Europe- Lean Right,Israeli defense minister says his country is ready to strike Iran,Washington Examiner, Lean Right,"A top Israeli official said his country is ready to strike Iran in retaliation for a recent attack on an oil tanker belonging to an Israeli firm.

Defense..."
