topic_id,bias_id,topic,title,source,bias,desc.
36,1,Campaign Finance- Lean Left,Canceling student loan debt would cost the federal government billions,USA TODAY, Lean Left,"Since President Joe Biden took office, his administration has canceled billions of dollars in student loan debt. Most recently, in early October..."
36,1,Campaign Finance- Lean Left,Unpacking the noise around Dr. Anthony Fauci and beagle experiments,PolitiFact, Lean Left,"If you’ve seen media reports or social media postings about beagle puppies and Dr. Anthony Fauci, the White House’s chief medical adviser, you might be..."
37,1,Campaign Rhetoric- Lean Left,Justice Department sues Texas over restrictive voting law,NBC News (Online), Lean Left,The Justice Department is suing Texas over key components of the state's Republican-led voting law that federal officials say are in...
37,1,Campaign Rhetoric- Lean Left,Democrats Face Economic Gut-Check After GOP Taps Voters’ Angst,Bloomberg, Lean Left,"Democrats will argue for months about what led to their defeat at the ballot box on Tuesday -- whether it was their messaging, their candidates or their..."
37,1,Campaign Rhetoric- Lean Left,Republicans Block a Second Voting Rights Bill in the Senate,New York Times (News), Lean Left,"Senate Republicans on Wednesday blocked legislation to restore parts of the landmark Voting Rights Act weakened by Supreme Court rulings, making it the second..."
37,2,Campaign Rhetoric- Left,"Republicans Once Supported the Voting Rights Act. Today, They Voted Against its Restoration.",Mother Jones, Left,"On Wednesday afternoon, GOP senators blocked Democrats from advancing a key voting rights bill, the John Lewis Voting Rights Advancement Act, marking the..."
37,1,Campaign Rhetoric- Lean Left,"Maricopa County Audit Did Not Find 712,152 New Trump Votes",Snopes, Lean Left,"Since June 23, 2021, a political Facebook post has been shared at least tens of thousands of times. The screenshot in the post misrepresented the..."
38,1,Capital Punishment and Death Penalty- Lean Left,Jurors Hear Closing Arguments in Kyle Rittenhouse Trial,New York Times (News), Lean Left,A prosecutor hoping to send Kyle Rittenhouse to prison made closing arguments in his homicide trial on Monday. The jury was expected to begin weighing later in...
38,1,Capital Punishment and Death Penalty- Lean Left,Jurors Hear Closing Arguments in Kyle Rittenhouse Trial,New York Times (News), Lean Left,A prosecutor hoping to send Kyle Rittenhouse to prison made closing arguments in his homicide trial on Monday. The jury was expected to begin weighing later in...
38,1,Capital Punishment and Death Penalty- Lean Left,Kenosha hopes for calm as Kyle Rittenhouse trial nears end,NBC News (Online), Lean Left,"KENOSHA, Wis. — This city on Lake Michigan was quiet, calm and peaceful on Sunday, and many residents want it to remain that way as closing arguments in the..."
38,1,Capital Punishment and Death Penalty- Lean Left,"Menace, as a Political Tool, Enters the Republican Mainstream",New York Times (News), Lean Left,"Threats of violence have become commonplace among a significant part of the party, as historians and those who study democracy warn of a dark shift in American..."
38,2,Capital Punishment and Death Penalty- Left,What Kyle Rittenhouse's tears reveal about America,CNN (Opinion), Left,"Despite last year's demonstrations supporting racial justice and substantive efforts at political reform, the system that devalues Black lives remains largely..."
39,1,China- Lean Left,"Twitter flags GOP lawmaker's anime video depicting him killing Ocasio-Cortez, attacking Biden as 'hateful conduct'",NBC News (Online), Lean Left,"Twitter added a warning label Monday to a tweet from a Republican lawmaker that depicted an animated killing of Rep. Alexandria Ocasio-Cortez, D-N.Y..."
39,1,China- Lean Left,We need to do a better job teaching citizens about the First Amendment,USA TODAY, Lean Left,"For a country that purports to value our First Amendment right to freedom of speech, it has become clear that some of our elected officials don’t understand it..."
39,2,China- Left,"Revealed; Facebook's Secret Blacklist of ""Dangerous Individuals and Organizations""",The Intercept, Left,"TO WARD OFF accusations that it helps terrorists spread propaganda, Facebook has for many years barred users from speaking freely about people and groups..."
39,1,China- Lean Left,No evidence whistleblower Frances Haugen was planted by Facebook,PolitiFact, Lean Left,"A viral image circulating on social media baselessly claimed that former Facebook employee Frances Haugen, who turned over troves of internal company..."
39,1,China- Lean Left,Google and YouTube will cut off ad money for climate change deniers,The Verge, Lean Left,"Google will no longer allow advertisers, publishers, and YouTube creators to monetize content that denies the existence of climate change. The company detailed..."
40,1,CIA- Lean Left,"Death threats, tweets jolt GOP infrastructure supporters",Associated Press Politics & Fact Check, Lean Left,"The last time Congress approved a major renewal of federal highway and other transportation programs, the votes were 359-65 in the House and 83-16 in the..."
40,1,CIA- Lean Left,"Dems vow to plow forward on Biden agenda, even after election faceplants",Politico, Lean Left,"Joe Biden suffered his first major political lashing as president Tuesday.

But even as Democrats were processing a battering in the Virginia governor’s race..."
40,2,CIA- Left,Pramila Jayapal is one of the most powerful leaders on Capitol Hill right now,CNN (Online News), Left,Democratic Rep. Pramila Jayapal has risen quickly in the ranks of Washington to become a powerful progressive leader on Capitol Hill since first...
40,1,CIA- Lean Left,'They're probably going to put us back in power': GOP basks in Dem discord,Politico, Lean Left,"Most of the House GOP isn't lifting a finger to help Democrats out of their infrastructure jam, and with good reason. Just ask Rep. Randy Weber.

“They're..."
40,1,CIA- Lean Left,Oil executives face ‘turning point’ US congressional hearing on climate crisis,The Guardian, Lean Left,The heads of major oil companies will make a historic appearance before Congress on Thursday to answer accusations that their firms have spent years lying...
41,2,Civil Rights- Left,Arizona’s Horrifying Plan to Bring Back the Gas Chamber,Slate, Left,"Late last month, Americans learned of the latest twist in the efforts of death penalty states to keep their execution machinery running when the Guardian ..."
41,1,Civil Rights- Lean Left,"U.S. executes Lisa Montgomery, first woman put to death in federal system since 1953",NBC News (Online), Lean Left,"Lisa Montgomery, a convicted killer who strangled a pregnant woman in 2004 and then cut the unborn baby from her womb, was executed in a federal prison in..."
41,1,Civil Rights- Lean Left,Trump administration puts Brandon Bernard to death amid rushed series of executions,The Guardian, Lean Left,"The Trump administration has executed Brandon Bernard, after the US supreme court denied a last-minute request to delay his killing. Bernard’s execution is one..."
41,2,Civil Rights- Left,"Trump Is Leaving the White House. Meanwhile, He’s Escalating His Execution Spree.",Mother Jones, Left,"Last week, as President Donald Trump was mounting more meritless court challenges to the election he had clearly lost, Orlando Hall was executed at the federal..."
41,1,Civil Rights- Lean Left,Feds put first Black inmate to death since execution restart,ABC News (Online), Lean Left,"A man who killed a religious couple visiting Texas from Iowa was executed Thursday, the first Black inmate put to death as part of the Trump administration’s..."
42,1,Coronavirus- Lean Left,CEO who threw chair inside Capitol on Jan. 6 gets jail time,Associated Press Politics & Fact Check, Lean Left,The former chief executive of a tech company in suburban Chicago who lost his job after he threw a chair inside the U.S. Capitol during the Jan. 6 riot was...
42,1,Coronavirus- Lean Left,Bannon Indicted on Contempt Charges Over House’s Capitol Riot Inquiry,New York Times (News), Lean Left,"Stephen K. Bannon, a onetime aide to former President Donald J. Trump, was indicted by a federal grand jury on Friday on two counts of contempt of..."
42,2,Coronavirus- Left,DOJ asks federal appeals court to lift temporary order blocking Covid-19 vaccine mandate,CNN (Online News), Left,The Department of Justice argued Monday night against a more permanent block of the Biden administration's Covid-19 vaccine mandate in a filing to...
42,1,Coronavirus- Lean Left,"Biden Rejects $450,000 Payments for Separated Migrants",New York Times (News), Lean Left,President Biden on Wednesday said migrants separated from family members at the border would not receive hundreds of thousands of dollars for the damage...
42,1,Coronavirus- Lean Left,Justice Department sues Texas over restrictive voting law,NBC News (Online), Lean Left,The Justice Department is suing Texas over key components of the state's Republican-led voting law that federal officials say are in...
43,1,Criminal Justice- Lean Left,"Federal appeals court halts Biden administration’s vaccine requirement, delivering policy a major blow",Washington Post, Lean Left,"A federal appeals court in New Orleans has halted the Biden administration’s vaccine or testing requirement for private businesses, delivering another..."
43,1,Criminal Justice- Lean Left,"Menace, as a Political Tool, Enters the Republican Mainstream",New York Times (News), Lean Left,"Threats of violence have become commonplace among a significant part of the party, as historians and those who study democracy warn of a dark shift in American..."
43,2,Criminal Justice- Left,No One Is Prepared for the New Gerrymanders,Slate, Left,"Toward the end of the last decade, in Rucho v. Common Cause, the Supreme Court’s Republican-appointed justices effectively abolished constitutional limits..."
43,1,Criminal Justice- Lean Left,Two recounts appear likely in tight Virginia House races,Associated Press Politics & Fact Check, Lean Left,"Days after Democrats conceded control of the Virginia House of Delegates to Republicans, they walked back that concession as two key races in which the GOP..."
43,1,Criminal Justice- Lean Left,Republican wave builds to take back the House,Politico, Lean Left,"Republicans could hardly be better poised to recapture the House majority.

Increasingly aggressive redistricting, a diverse slate of candidates raking..."
44,1,Culture- Lean Left,"Bombing outside Kabul’s main mosque leaves at least 2 dead, Taliban says",Washington Post, Lean Left,"A bombing outside Kabul’s main mosque killed at least two Afghan civilians and left others wounded, the Taliban says.

The explosion, at Eid Gah Mosque, is..."
44,1,Culture- Lean Left,Defense officials just debunked much of the criticism of Biden’s Afghanistan withdrawal,Jennifer Rubin, Lean Left,Testimony from Defense Secretary Lloyd Austin and Chairman of the Joint Chiefs of Staff Gen. Mark A. Milley before the Senate Armed...
44,1,Culture- Lean Left,"Live updates: Milley, Austin and McKenzie to testify before Congress on Afghanistan, China",USA TODAY, Lean Left, The nation's top military leaders will face lawmakers on Capitol Hill on Tuesday in a hearing expected to touch on some of the most contentious...
44,1,Culture- Lean Left,Biden’s misleading announcement that the United States is no longer at war,PolitiFact, Lean Left,"During a speech at the United Nations on Sept. 21, President Joe Biden referenced the end of the Afghanistan War, claiming that the United States had finally..."
44,2,Culture- Left,The US military needs to do more than apologize for its deadly 'mistake' in Kabul,CNN (Opinion), Left,"On August 29, a US drone strike killed 10 members of one family in Kabul. That same day, the Pentagon announced that the operation successfully..."
45,2,Cybersecurity- Left,Violence erupts on Poland-Belarus border as Polish guards fire water cannon on migrants throwing rocks,CNN (Online News), Left,"Violence erupted at the Poland-Belarus border on Tuesday, as migrants desperate to cross into the European Union threw stones at Polish..."
45,1,Cybersecurity- Lean Left,"‘We became like a chicken in a cage,’ a migrant says, trapped between Belarus and Poland.",New York Times (News), Lean Left,"Exhausted, freezing and exposed to the elements, Bayar Awat, his wife and infant daughter have been stuck on the Belarusian side of the Polish border for more..."
45,1,Cybersecurity- Lean Left,"Biden Rejects $450,000 Payments for Separated Migrants",New York Times (News), Lean Left,President Biden on Wednesday said migrants separated from family members at the border would not receive hundreds of thousands of dollars for the damage...
45,1,Cybersecurity- Lean Left,U.S. rescinds Trump-era rules that limited processing of asylum-seekers at border crossings,CBS News (Online), Lean Left,The Biden administration this week revoked Trump-era rules that allowed U.S. authorities to limit the number of asylum-seekers who can be processed at official...
45,1,Cybersecurity- Lean Left,"Family Members Separated at Border May Each Get Up to $450,000",New York Times (News), Lean Left,Migrant families separated at the border by the Trump administration may be eligible to each receive hundreds of thousands of dollars in compensation for the...
46,1,DEA- Lean Left,"North Korea, South Korea trade ballistic missile tests amid stalled U.S. nuclear talks",NBC News (Online), Lean Left,North Korea fired two ballistic missiles off its east coast Wednesday and South Korea said hours later that it had carried out a successful test of a...
46,1,DEA- Lean Left,Seoul mayor found dead after police search operation,Al Jazeera, Lean Left,"The mayor of South Korea's capital has been found dead, more than half a day after giving his daughter a will-like message and then leaving home, police said..."
46,1,DEA- Lean Left,What’s Behind South Korea’s COVID-19 Exceptionalism?,The Atlantic, Lean Left,"Seven weeks ago, South Korea and the U.S. had the same number of virus deaths. Today, South Korea has fewer than 300, and the U.S. has more than 70,000.

On..."
46,1,DEA- Lean Left,"U.S. officials say Kim Jong Un of North Korea may be ill after surgery, but South Korea casts doubt",NBC News (Online), Lean Left,"The South Korean government cast doubt Tuesday on rumors that North Korean dictator Kim Jong Un was gravely ill, but U.S. officials said he may be..."
46,1,DEA- Lean Left,South Korea’s coronavirus success,The Week - News, Lean Left,"Both countries saw their first corona­virus cases on the same day, Jan. 20. By April 2, the U.S. had more than 240,000 cases and more than 5,800 deaths. Most..."
47,1,Defense Department- Lean Left,Pressure on Fed to raise interest rates as US inflation surges to 30-year high,The Guardian, Lean Left,"Pressure on America’s central bank to raise interest rates has intensified after rising energy costs, supply shortages and increased consumer sent US inflation..."
47,2,Defense Department- Left,Here Are the Pledges Made at COP26 – And Why Not Everyone Is Impressed,Vice, Left,"Cut methane emission levels by 30 percent by 2030

It was the first COP in recent history in which a major event on methane was held, and it delivered..."
47,1,Defense Department- Lean Left,Toyota bZ4X electric vehicle to arrive in 2022: Toyota's first EV makes debut,USA TODAY, Lean Left,"Toyota has dominated hybrids with the Prius and other vehicles for more than a decade, but the automaker has been reluctant to embrace electric vehicles...."
47,1,Defense Department- Lean Left,Biden's Build Back Better bill: What made it in and what was stripped out,NBC News (Online), Lean Left,"The Build Back Better framework unveiled by the White House on Thursday revises key climate change proposals, keeps funding for universal pre-..."
47,2,Defense Department- Left,Joe Manchin is wrecking the Senate climate change bill,MSNBC, Left,Congress has spent months trying to cobble together a spending package that tackles the majority of President Joe Biden’s Build Back Better agenda in one go....
48,1,Democratic Party- Lean Left,Jurors Hear Closing Arguments in Kyle Rittenhouse Trial,New York Times (News), Lean Left,A prosecutor hoping to send Kyle Rittenhouse to prison made closing arguments in his homicide trial on Monday. The jury was expected to begin weighing later in...
48,1,Democratic Party- Lean Left,Kenosha hopes for calm as Kyle Rittenhouse trial nears end,NBC News (Online), Lean Left,"KENOSHA, Wis. — This city on Lake Michigan was quiet, calm and peaceful on Sunday, and many residents want it to remain that way as closing arguments in the..."
48,2,Democratic Party- Left,What Kyle Rittenhouse's tears reveal about America,CNN (Opinion), Left,"Despite last year's demonstrations supporting racial justice and substantive efforts at political reform, the system that devalues Black lives remains largely..."
48,2,Democratic Party- Left,Judge In Kyle Rittenhouse Trial Called Out For Strange Joke About 'Asian Food',HuffPost, Left,"The judge presiding over the Kyle Rittenhouse murder trial in Kenosha, Wisconsin, made a joke Thursday that critics slammed as racially charged and..."
48,2,Democratic Party- Left,"Kyle Rittenhouse Testified He ""Didn't Do Anything Wrong"" When He Fatally Shot Two People",BuzzFeed News, Left,"Kyle Rittenhouse, the teenager who shot at protesters in Kenosha, Wisconsin, last year and killed two people, took the stand in his murder trial Wednesday,..."
49,2,Disaster- Left,“Until I Am Free”: Keisha Blain on the Enduring Legacy of Voting Rights Pioneer Fannie Lou Hamer,Democracy Now, Left,"As Republican lawmakers attempt to make it harder to vote in states across the country, we look at the life and legacy of Fannie Lou Hamer, the civil rights..."
49,2,Disaster- Left,Civil Rights Groups to Biden: Abolish Filibuster to Protect Voting Rights,Mother Jones, Left,"In a CNN town hall on Wednesday, President Joe Biden called the wave of new laws restricting voting access “Jim Crow on steroids.” Despite that, he..."
49,1,Disaster- Lean Left,"Once a Bastion of Free Speech, the A.C.L.U. Faces an Identity Crisis",New York Times (News), Lean Left,"It was supposed to be the celebration of a grand career, as the American Civil Liberties Union presented a prestigious award to the longtime lawyer David..."
49,1,Disaster- Lean Left,Georgia NAACP and voting rights groups challenge sweeping Georgia voting law,CBS News (Online), Lean Left,"The Georgia NAACP and voting rights organizations on Monday filed a lawsuit to block a sweeping new law in Georgia that imposes new restrictions on voting, the..."
49,2,Disaster- Left,Why Biden Fired Trump’s Appointee to a Key Civil Rights Job,Slate, Left,"In his latest attempt to prevent the remnants of the Trump administration from choking his own agenda, President Joe Biden fired Sharon Gustafson, general..."
50,2,Domestic Policy- Left,What Would It Look Like If We Treated Climate Change as an Actual Emergency?,Current Affairs, Left,"As the dust settles on COP26, the 26th United Nations Climate Change Conference, the results do not look good. Despite a flurry of headline-grabbing pledges,..."
50,1,Domestic Policy- Lean Left,What Conservative Media is Missing in its Defenses of Kyle Rittenhouse,Mediaite, Lean Left,"Like almost every subject these days, the story of Kyle Rittenhouse has cut along partisan lines. Conservative media has come to his defense,..."
50,2,Domestic Policy- Left,The Crippling Blow for the Steele Dossier,New York Magazine, Left,"Christopher Steele, the former MI6 spy who compiled the notorious dossier during the 2016 campaign alleging ties between Donald Trump and Russia, made a..."
50,2,Domestic Policy- Left,Right-wing media have spent a year trying to discredit the 2020 presidential election in promotion of the Big Lie,Media Matters, Left,"In the months leading up to the 2020 presidential election, former President Donald Trump and allied right-wing media figures worked..."
50,1,Domestic Policy- Lean Left,"VIPs expect special treatment. At Wikipedia, don’t even ask.",Washington Post, Lean Left,"In the early afternoon of Jan. 7, only hours after addressing the “Stop the Steal” rally outside the White House that fed into the assault on the Capitol, John..."
51,1,Economic Policy- Lean Left,Child Tax Credit 2021: Here's when the fourth check will deposit,CBS News (Online), Lean Left,"The fourth monthly payment of the enhanced Child Tax Credit is landing in bank accounts on Friday, with anti-poverty researchers pointing to the ongoing cash..."
51,2,Economic Policy- Left,"Mom Can’t Visit Her Kid After Refusing COVID Vaccine, Judge Says",Vice, Left,"A divorced mother in Chicago will not be able to see her 11-year-old son until she agrees to get the COVID-19 vaccine, a Cook County judge ruled in Illinois..."
51,2,Economic Policy- Left,Right-wing media vilify child tax credits despite their broad popularity,Media Matters, Left,"Right-wing media are attacking President Joe Biden’s child tax credit program, which aims to drastically reduce childhood poverty and act as a life raft to..."
51,2,Economic Policy- Left,Child tax credit payments go out July 15. Here's what you need to know,CNN (Online News), Left,"The Internal Revenue Service is set to begin sending the expanded child tax credit payments on July 15 to tens of millions of families,..."
51,2,Economic Policy- Left,How American parents became obsessed with gender,Vox, Left,"When I was pregnant with my first child, I agonized over my decision to find out the sex. I knew that anatomy does not indicate gender identity, but I was also..."
52,1,Economy and Jobs- Lean Left,"Biden Rejects $450,000 Payments for Separated Migrants",New York Times (News), Lean Left,President Biden on Wednesday said migrants separated from family members at the border would not receive hundreds of thousands of dollars for the damage...
52,1,Economy and Jobs- Lean Left,"Family Members Separated at Border May Each Get Up to $450,000",New York Times (News), Lean Left,Migrant families separated at the border by the Trump administration may be eligible to each receive hundreds of thousands of dollars in compensation for the...
52,1,Economy and Jobs- Lean Left,Border apprehensions hit yearly high as another migrant caravan gathers in Mexico,NBC News (Online), Lean Left,"Apprehensions of undocumented migrants crossing the southern U.S. border passed 1.7 million in fiscal year 2021 to hit an all-time high, according to Customs..."
52,1,Economy and Jobs- Lean Left,"U.S. to ease Covid travel entry rules, require vaccinations for foreign visitors on Nov. 8",NBC News (Online), Lean Left,WASHINGTON — Travel restrictions that the U.S. imposed because of the Covid-19 pandemic will be partially lifted for nearly three dozen...
52,1,Economy and Jobs- Lean Left,Biden administration ends mass immigration arrests at work sites,CBS News (Online), Lean Left,"The Biden administration on Tuesday announced U.S. immigration authorities will no longer carry out mass arrests of unauthorized immigrants at work sites,..."
53,2,Education- Left,What Would It Look Like If We Treated Climate Change as an Actual Emergency?,Current Affairs, Left,"As the dust settles on COP26, the 26th United Nations Climate Change Conference, the results do not look good. Despite a flurry of headline-grabbing pledges,..."
53,2,Education- Left,Deceptive Republican attack ad uses images from Trump presidency to depict 'chaos' under Biden,CNN Fact Check, Left,A new national television ad from House Republicans' campaign arm deceptively uses images of events that occurred during former President Donald Trump's time...
53,1,Education- Lean Left,"Twitter flags GOP lawmaker's anime video depicting him killing Ocasio-Cortez, attacking Biden as 'hateful conduct'",NBC News (Online), Lean Left,"Twitter added a warning label Monday to a tweet from a Republican lawmaker that depicted an animated killing of Rep. Alexandria Ocasio-Cortez, D-N.Y..."
53,2,Education- Left,Virginia governor election poised to cripple trans rights in America,MSNBC, Left,"On Tuesday, Virginia residents will go to the polls to elect state legislators and decide who will be the next occupant of the governor’s mansion. The race..."
53,2,Education- Left,"'Let's go Brandon,' explained",CNN (Online News), Left,"On Friday night, a Southwest Airlines pilot allegedly said ""Let's go Brandon"" over the plane intercom, causing a stir on board and prompting an investigation..."
54,2,Elections- Left,"Kyle Rittenhouse Testified He ""Didn't Do Anything Wrong"" When He Fatally Shot Two People",BuzzFeed News, Left,"Kyle Rittenhouse, the teenager who shot at protesters in Kenosha, Wisconsin, last year and killed two people, took the stand in his murder trial Wednesday,..."
54,2,Elections- Left,Gun Violence in America Could Soon Get Worse,Mother Jones, Left,"Over the past decade, amid rising mass shootings and fierce debate over America’s gun laws, the claim that “nothing ever changes” became a political cliché...."
54,2,Elections- Left,America can’t fix policing without fixing the country’s gun problem,Vox, Left,"I started reporting this article with a simple question: What would it look like to build a better police department from the ground up?

Police in the US,..."
54,2,Elections- Left,The NRA had a very good day in the Supreme Court,Vox, Left,"The biggest surprise in Wednesday morning’s arguments in New York State Rifle & Pistol Association Inc. (NYSRPA) v. Bruen, a major Second Amendment..."
54,1,Elections- Lean Left,Majority of Supreme Court appears to think N.Y. gun law is too restrictive,Washington Post, Lean Left,A majority of Supreme Court justices indicated Wednesday that they believe Americans generally have a right to carry a handgun outside the home for self-...
55,1,Energy- Lean Left,"Lawmakers pressure secretary of state to act on ""crisis"" posed by ""Havana syndrome"" as cases mount",CBS News (Online), Lean Left,"A bipartisan group of senators is urging Secretary of State Antony Blinken to take immediate action in response to proliferating reports of ""Havana Syndrome,""..."
55,1,Energy- Lean Left,"A senior U.S. diplomat to Haiti resigns, citing the Biden administration’s ‘inhumane’ deportation policy.",New York Times (News), Lean Left,"A senior American diplomat who oversees Haiti policy has resigned, two U.S. officials said, submitting a letter to the State Department that excoriated the..."
55,1,Energy- Lean Left,Stranded in Kabul: A U.S. Resident Runs Out of Options,New York Times (News), Lean Left,"WASHINGTON — For more than a week, Samiullah “Sammy” Naderi, a U.S. legal permanent resident, waited days and nights with his wife and son outside the airport..."
55,1,Energy- Lean Left,"Some 1,500 Americans still in Afghanistan in last days of U.S. evacuation.",New York Times (News), Lean Left,"About 1,500 American citizens remain in Afghanistan, and about a third of them are in contact with the U.S. government and hope to leave in the coming days,..."
55,1,Energy- Lean Left,Was the State Department Charging Americans $2K for Flights out of Afghanistan?,Snopes, Lean Left,"Claim: Per an Aug. 14, 2021 notice, the State Department was charging $2,000 or more for repatriation flights for U.S. citizens from Kabul airport after the..."
57,1,EPA- Lean Left,Illinois’ Child Welfare Agency Continues to Fail Spanish-Speaking Families,ProPublica, Lean Left,"Two years after a ProPublica investigation, the Illinois Department of Children and Family Services still is not complying with a federal court order to better..."
57,1,EPA- Lean Left,"Judge blocks Trump plan to cut food stamps for 700,000 adults",CBS News (Online), Lean Left,"A judge on Sunday struck down the Trump administration's efforts to make it more difficult for some adults to receive food stamps. In a 67-page opinion, Chief..."
57,1,EPA- Lean Left,"Trump administration reimposes ""public charge"" immigration wealth test following court orders",CBS News (Online), Lean Left,"The Trump administration on Tuesday said it is reimposing its ""public charge"" wealth test for green cards that had been blocked during the pandemic, a move..."
57,1,EPA- Lean Left,Immigrants in US illegally aren't eligible for federal welfare; Trump did not ban it,USA TODAY, Lean Left,"The claim: Trump banned welfare for some immigrants, which will save $57.4 billion a year
President Donald Trump's agenda has fueled a stream of immigration-..."
57,1,EPA- Lean Left,"The CARES Act Sent You a $1,200 Check but Gave Millionaires and Billionaires Far More",ProPublica, Lean Left,Do you want to see how legislation that was supposed to be a bailout for our economy ended up committing almost as much taxpayer money to help a relative...
58,1,Ethnicity and Heritage- Lean Left,Trump administration declassifies full Susan Rice email sent on Inauguration Day,Politico, Lean Left,"On the day of President Donald Trump’s inauguration, outgoing national security adviser Susan Rice sent herself an email that has since drawn intense scrutiny..."
58,2,Ethnicity and Heritage- Left,NSA alerted Microsoft to major Windows security flaw,CNN (Online News), Left,The National Security Agency recently alerted Microsoft to a major flaw in its Windows operating system that could let hackers pose as legitimate software...
58,1,Ethnicity and Heritage- Lean Left,‘Chaos Is the Point’: Russian Hackers and Trolls Grow Stealthier in 2020,New York Times (News), Lean Left,"The National Security Agency and its British counterpart issued an unusual warning in October: The Russians were back and growing stealthier.

Groups linked..."
58,2,Ethnicity and Heritage- Left,John Bolton says he’s willing to testify at Trump impeachment trial,New York Daily News, Left,"John Bolton is finally ready to spill the beans on the White House’s ""drug deal.”

The former national security adviser announced Monday he’s prepared to..."
58,1,Ethnicity and Heritage- Lean Left,Security Breach and Spilled Secrets Have Shaken the N.S.A. to Its Core,New York Times (News), Lean Left,"A serial leak of the agency’s cyberweapons has damaged morale, slowed intelligence operations and resulted in hacking attacks on businesses and civilians..."
59,1,Europe- Lean Left,Biden promised to reopen the Jerusalem consulate Trump closed. But can he?,NBC News (Online), Lean Left,"With long strands of bougainvillea draped from its balconies, the mansion on Jerusalem’s Agron Road might seem an unlikely stage for a test of wills between..."
59,1,Europe- Lean Left,Rand Paul bedevils fellow Republicans again with Israel aid holdup,Politico, Lean Left,"After spending much of the summer portraying Democrats as anti-Israel, Republicans are now in the awkward position of an intraparty feud that’s holding up..."
59,1,Europe- Lean Left,Harris' office does damage control over student’s Israel 'ethnic genocide' comment,Politico, Lean Left,"Vice President Kamala Harris’ office is working behind the scenes to mend relationships with pro-Israel Democrats after not pushing back on a student who, in..."
59,1,Europe- Lean Left,House approves $1 billion for the Iron Dome as Democrats feud over Israel.,New York Times (News), Lean Left,"The House on Thursday overwhelmingly approved $1 billion in new funding for Israel’s Iron Dome missile defense system, after a debate that exposed..."
59,2,Europe- Left,Anti-BDS Jewish Orgs Back Ben & Jerry’s Ice Cream Sales Ban in Settlements Despite Israeli Pressure,Democracy Now, Left,"Israel has launched what has been described as a maximum pressure campaign against Ben & Jerry’s and its parent company Unilever, after the iconic ice..."
60,2,Facts and Fact Checking- Left,You Are the Object of a Secret Extraction Operation,New York Times (Opinion), Left,Facebook is not just any corporation. It reached trillion-dollar status in a single decade by applying the logic of what I call surveillance...
60,1,Facts and Fact Checking- Lean Left,Why Facebook won’t let you control your own news feed,Washington Post, Lean Left,"In at least two experiments over the years, Facebook has explored what happens when it turns off its controversial news feed ranking system — the software that..."
60,2,Facts and Fact Checking- Left,How to fix Facebook,Vox, Left,"Facebook is broken, and after a recent deluge of damning internal company leaks to the press and Congress, the world has unassailable proof of how troubled it..."
60,2,Facts and Fact Checking- Left,Some Amazon Delivery Companies Are Struggling to Hire. Amazon Is Threatening to Terminate Their Contracts.,Vice, Left,"In September, the owner of a small delivery company in Minnesota received an email from Amazon threatening to end its contract to deliver packages for the e-..."
60,2,Facts and Fact Checking- Left,Instant enlightenment — just add tech?,Vox, Left,"New technologies like brain stimulation are promising mystical experiences on demand. Can they deliver?

It was a Monday morning, which was reason enough to..."
61,2,Fake News- Left,"'Healthy debate,' but no breakthroughs in Biden's critical talks with China's Xi Jinping",CNN (Online News), Left,"When Chinese President Xi Jinping beamed into the White House on Monday evening for a virtual summit with President Joe Biden, the two..."
61,1,Fake News- Lean Left,'A war scare'? US-China tensions flare over Taiwan as some fear cold war – or worse,USA TODAY, Lean Left,"Tensions between the U.S. and China have flared in recent days as the Biden administration rebuked Beijing for its military aggression against Taiwan,..."
61,2,Fake News- Left,Harris Trip To Vietnam Delayed After Possible ‘Health Incident’ In Hanoi,HuffPost, Left,Vice President Kamala Harris was delayed from departing on a trip to Vietnam after the State Department issued a warning of a “possible anomalous health...
61,1,Fake News- Lean Left,Hong Kong’s draconian new security law claims its first scalp,The Economist, Lean Left,"On july 27th a juryless court in Hong Kong convicted Tong Ying-kit, a 24-year-old waiter, of terrorism and inciting secession. He was the first to be..."
61,1,Fake News- Lean Left,First person charged under Hong Kong security law found guilty,Al Jazeera, Lean Left,"The first person charged under Hong Kong’s national security law has been found guilty of “terrorism” and “inciting secession”, in a landmark case with long-..."
62,1,Family and Marriage- Lean Left,"Twitter flags GOP lawmaker's anime video depicting him killing Ocasio-Cortez, attacking Biden as 'hateful conduct'",NBC News (Online), Lean Left,"Twitter added a warning label Monday to a tweet from a Republican lawmaker that depicted an animated killing of Rep. Alexandria Ocasio-Cortez, D-N.Y..."
62,1,Family and Marriage- Lean Left,We need to do a better job teaching citizens about the First Amendment,USA TODAY, Lean Left,"For a country that purports to value our First Amendment right to freedom of speech, it has become clear that some of our elected officials don’t understand it..."
62,2,Family and Marriage- Left,"Revealed; Facebook's Secret Blacklist of ""Dangerous Individuals and Organizations""",The Intercept, Left,"TO WARD OFF accusations that it helps terrorists spread propaganda, Facebook has for many years barred users from speaking freely about people and groups..."
62,1,Family and Marriage- Lean Left,No evidence whistleblower Frances Haugen was planted by Facebook,PolitiFact, Lean Left,"A viral image circulating on social media baselessly claimed that former Facebook employee Frances Haugen, who turned over troves of internal company..."
